flag,deal_date,pk_class,sys,boss_id,geek_id,job_id,page,rank,list_time,deal_type,deal_time,app_active,chat,chat_read,detail_boss,list_boss,list_notify,msg_return,boss_days,job_days,geek_days
1,2015-12-27,bdp_java,Android,31271,244343,76359,1,11,2015-12-27 20:59:32,list,2015-12-27 20:59:32,26,10,21,4,5,4,0,297.0,139.0,146.0
1,2015-12-27,bdp_java,Android,31271,3030339,76359,1,14,2015-12-27 11:00:14,list,2015-12-27 11:00:14,48,38,52,24,24,11,1,297.0,139.0,53.0
1,2015-12-27,bdp_java,Android,31271,3030339,76359,1,14,2015-12-27 11:00:21,list,2015-12-27 11:00:21,48,38,52,24,24,11,1,297.0,139.0,53.0
1,2015-12-27,bdp_java,Android,31271,3030339,76359,1,14,2015-12-27 11:59:51,list,2015-12-27 11:59:51,51,38,54,24,25,12,3,297.0,139.0,53.0
1,2015-12-27,bdp_java,Android,31271,3030339,76359,1,14,2015-12-27 18:14:29,list,2015-12-27 18:14:29,53,38,55,24,26,13,4,297.0,139.0,53.0
1,2015-12-27,bdp_java,Android,31271,3030339,76359,1,14,2015-12-27 20:58:28,list,2015-12-27 20:58:28,53,38,55,24,26,13,4,297.0,139.0,53.0
1,2015-12-27,bdp_java,Android,31271,3030339,76359,1,14,2015-12-27 20:59:32,list,2015-12-27 20:59:32,53,38,55,24,26,13,4,297.0,139.0,53.0
1,2015-12-27,bdp_java,Android,31271,3030339,76359,2,16,2015-12-27 10:39:02,list,2015-12-27 10:39:02,48,38,52,24,24,11,1,297.0,139.0,53.0
1,2015-12-27,bdp_java,Android,31271,3242475,76359,2,21,2015-12-27 10:39:02,list,2015-12-27 10:39:02,7,2,8,0,8,0,1,297.0,139.0,50.0
1,2015-12-27,bdp_java,Android,31271,3250475,76359,1,12,2015-12-27 11:00:14,list,2015-12-27 11:00:14,12,2,14,10,13,10,0,297.0,139.0,48.0
1,2015-12-27,bdp_java,Android,31271,3250475,76359,1,12,2015-12-27 11:00:21,list,2015-12-27 11:00:21,12,2,14,10,13,10,0,297.0,139.0,48.0
1,2015-12-27,bdp_java,Android,31271,3250475,76359,1,12,2015-12-27 11:59:51,list,2015-12-27 11:59:51,12,2,14,10,13,10,0,297.0,139.0,48.0
1,2015-12-27,bdp_java,Android,31271,3250475,76359,1,12,2015-12-27 18:14:29,list,2015-12-27 18:14:29,14,2,14,11,19,11,0,297.0,139.0,48.0
1,2015-12-27,bdp_java,Android,31271,3250475,76359,1,12,2015-12-27 20:58:28,list,2015-12-27 20:58:28,14,2,14,11,19,11,0,297.0,139.0,48.0
1,2015-12-27,bdp_java,Android,31271,3250475,76359,1,12,2015-12-27 20:59:32,list,2015-12-27 20:59:32,14,2,14,11,19,11,0,297.0,139.0,48.0
1,2015-12-27,bdp_java,Android,31271,3291754,76359,1,2,2015-12-27 11:00:14,list,2015-12-27 11:00:14,64,98,354,148,71,44,2,297.0,139.0,45.0
1,2015-12-27,bdp_java,Android,31271,3291754,76359,1,2,2015-12-27 11:00:21,list,2015-12-27 11:00:21,64,98,354,148,71,44,2,297.0,139.0,45.0
1,2015-12-27,bdp_java,Android,31271,3291754,76359,1,2,2015-12-27 11:59:51,list,2015-12-27 11:59:51,64,98,354,148,71,44,2,297.0,139.0,45.0
1,2015-12-27,bdp_java,Android,31271,3291754,76359,1,2,2015-12-27 18:14:29,list,2015-12-27 18:14:29,98,126,427,173,90,51,7,297.0,139.0,45.0
1,2015-12-27,bdp_java,Android,31271,3291754,76359,1,2,2015-12-27 20:58:28,list,2015-12-27 20:58:28,106,126,457,190,104,55,7,297.0,139.0,45.0
1,2015-12-27,bdp_java,Android,31271,3291754,76359,1,2,2015-12-27 20:59:32,list,2015-12-27 20:59:32,106,126,457,190,104,55,7,297.0,139.0,45.0
1,2015-12-27,bdp_java,Android,31271,3309383,76359,2,25,2015-12-27 10:39:02,list,2015-12-27 10:39:02,0,1,4,4,3,17,0,297.0,139.0,45.0
1,2015-12-27,bdp_java,Android,31271,342989,76359,1,3,2015-12-27 11:00:14,list,2015-12-27 11:00:14,2,0,1,6,6,3,0,297.0,139.0,122.0
1,2015-12-27,bdp_java,Android,31271,342989,76359,1,3,2015-12-27 11:00:21,list,2015-12-27 11:00:21,2,0,1,6,6,3,0,297.0,139.0,122.0
1,2015-12-27,bdp_java,Android,31271,342989,76359,1,3,2015-12-27 11:59:51,list,2015-12-27 11:59:51,2,0,1,6,6,3,0,297.0,139.0,122.0
1,2015-12-27,bdp_java,Android,31271,342989,76359,1,3,2015-12-27 18:14:29,list,2015-12-27 18:14:29,3,0,1,6,6,4,0,297.0,139.0,122.0
1,2015-12-27,bdp_java,Android,31271,342989,76359,1,3,2015-12-27 20:58:28,list,2015-12-27 20:58:28,3,0,1,6,6,4,0,297.0,139.0,122.0
1,2015-12-27,bdp_java,Android,31271,342989,76359,1,3,2015-12-27 20:59:32,list,2015-12-27 20:59:32,3,0,1,6,6,4,0,297.0,139.0,122.0
1,2015-12-27,bdp_java,Android,31271,3445277,76359,2,26,2015-12-27 10:39:02,list,2015-12-27 10:39:02,0,0,0,0,0,0,0,297.0,139.0,40.0
1,2015-12-27,bdp_java,Android,31271,3454391,76359,2,20,2015-12-27 10:39:02,list,2015-12-27 10:39:02,17,12,60,23,18,7,15,297.0,139.0,40.0
1,2015-12-27,bdp_java,Android,31271,3538322,76359,2,22,2015-12-27 10:39:02,list,2015-12-27 10:39:02,2,0,9,3,2,0,2,297.0,139.0,37.0
1,2015-12-27,bdp_java,Android,31271,3608279,76359,2,22,2015-12-27 10:39:02,list,2015-12-27 10:39:02,21,6,24,75,29,20,0,297.0,139.0,34.0
1,2015-12-27,bdp_java,Android,31271,362048,76359,1,4,2015-12-27 11:00:14,list,2015-12-27 11:00:14,25,25,31,18,5,0,13,297.0,139.0,118.0
1,2015-12-27,bdp_java,Android,31271,362048,76359,1,4,2015-12-27 11:00:21,list,2015-12-27 11:00:21,25,25,31,18,5,0,13,297.0,139.0,118.0
1,2015-12-27,bdp_java,Android,31271,362048,76359,1,4,2015-12-27 11:59:51,list,2015-12-27 11:59:51,28,28,35,18,5,0,13,297.0,139.0,118.0
1,2015-12-27,bdp_java,Android,31271,362048,76359,1,4,2015-12-27 18:14:29,list,2015-12-27 18:14:29,30,29,36,18,5,0,15,297.0,139.0,118.0
1,2015-12-27,bdp_java,Android,31271,362048,76359,1,4,2015-12-27 20:58:28,list,2015-12-27 20:58:28,31,30,39,21,5,0,16,297.0,139.0,118.0
1,2015-12-27,bdp_java,Android,31271,362048,76359,1,4,2015-12-27 20:59:32,list,2015-12-27 20:59:32,31,30,39,21,5,0,16,297.0,139.0,118.0
1,2015-12-27,bdp_java,Android,31271,362048,76359,2,28,2015-12-27 10:39:02,list,2015-12-27 10:39:02,21,18,24,17,5,0,9,297.0,139.0,118.0
1,2015-12-27,bdp_java,Android,31271,3632081,76359,1,6,2015-12-27 11:00:14,list,2015-12-27 11:00:14,7,0,4,11,12,1,1,297.0,139.0,33.0
1,2015-12-27,bdp_java,Android,31271,3632081,76359,1,6,2015-12-27 11:00:21,list,2015-12-27 11:00:21,7,0,4,11,12,1,1,297.0,139.0,33.0
1,2015-12-27,bdp_java,Android,31271,3632081,76359,1,6,2015-12-27 11:59:51,list,2015-12-27 11:59:51,8,0,4,12,13,1,1,297.0,139.0,33.0
1,2015-12-27,bdp_java,Android,31271,3632081,76359,1,6,2015-12-27 18:14:29,list,2015-12-27 18:14:29,8,0,6,13,13,1,2,297.0,139.0,33.0
1,2015-12-27,bdp_java,Android,31271,3632081,76359,1,6,2015-12-27 20:58:28,list,2015-12-27 20:58:28,9,0,6,14,14,2,2,297.0,139.0,33.0
1,2015-12-27,bdp_java,Android,31271,3632081,76359,1,6,2015-12-27 20:59:32,list,2015-12-27 20:59:32,9,0,6,14,14,2,2,297.0,139.0,33.0
1,2015-12-27,bdp_java,Android,31271,3675124,76359,2,30,2015-12-27 10:39:02,list,2015-12-27 10:39:02,1,0,0,1,4,2,1,297.0,139.0,31.0
1,2015-12-27,bdp_java,Android,31271,3713234,76359,1,1,2015-12-27 11:00:14,list,2015-12-27 11:00:14,4,0,12,0,3,0,0,297.0,139.0,29.0
1,2015-12-27,bdp_java,Android,31271,3713234,76359,1,1,2015-12-27 11:00:21,list,2015-12-27 11:00:21,4,0,12,0,3,0,0,297.0,139.0,29.0
1,2015-12-27,bdp_java,Android,31271,3713234,76359,1,1,2015-12-27 11:59:51,list,2015-12-27 11:59:51,4,0,12,0,3,0,0,297.0,139.0,29.0
1,2015-12-27,bdp_java,Android,31271,3713234,76359,1,1,2015-12-27 18:14:29,list,2015-12-27 18:14:29,6,0,15,0,4,0,0,297.0,139.0,29.0
1,2015-12-27,bdp_java,Android,31271,3713234,76359,1,1,2015-12-27 20:58:28,list,2015-12-27 20:58:28,6,0,15,0,4,0,0,297.0,139.0,29.0
1,2015-12-27,bdp_java,Android,31271,3713234,76359,1,1,2015-12-27 20:59:32,list,2015-12-27 20:59:32,6,0,15,0,4,0,0,297.0,139.0,29.0
1,2015-12-27,bdp_java,Android,31271,3824312,76359,1,10,2015-12-27 11:00:14,list,2015-12-27 11:00:14,3,0,1,25,5,9,0,297.0,139.0,24.0
1,2015-12-27,bdp_java,Android,31271,3824312,76359,1,10,2015-12-27 11:00:21,list,2015-12-27 11:00:21,3,0,1,25,5,9,0,297.0,139.0,24.0
1,2015-12-27,bdp_java,Android,31271,3824312,76359,1,10,2015-12-27 11:59:51,list,2015-12-27 11:59:51,4,0,1,26,8,10,0,297.0,139.0,24.0
1,2015-12-27,bdp_java,Android,31271,3824312,76359,1,10,2015-12-27 18:14:29,list,2015-12-27 18:14:29,4,0,1,26,8,10,0,297.0,139.0,24.0
1,2015-12-27,bdp_java,Android,31271,3824312,76359,1,10,2015-12-27 20:58:28,list,2015-12-27 20:58:28,4,0,1,26,8,10,0,297.0,139.0,24.0
1,2015-12-27,bdp_java,Android,31271,3824312,76359,1,10,2015-12-27 20:59:32,list,2015-12-27 20:59:32,4,0,1,26,8,10,0,297.0,139.0,24.0
1,2015-12-27,bdp_java,Android,31271,3940487,76359,2,17,2015-12-27 10:39:02,list,2015-12-27 10:39:02,5,2,11,10,5,6,0,297.0,139.0,19.0
1,2015-12-27,bdp_java,Android,31271,3944241,76359,2,19,2015-12-27 10:39:02,list,2015-12-27 10:39:02,35,1,6,14,6,16,1,297.0,139.0,19.0
1,2015-12-27,bdp_java,Android,31271,4014358,76359,2,27,2015-12-27 10:39:02,list,2015-12-27 10:39:02,3,1,8,5,16,5,6,297.0,139.0,16.0
1,2015-12-27,bdp_java,Android,31271,4036210,76359,1,8,2015-12-27 11:00:14,list,2015-12-27 11:00:14,98,147,244,57,21,21,18,297.0,139.0,15.0
1,2015-12-27,bdp_java,Android,31271,4036210,76359,1,8,2015-12-27 11:00:21,list,2015-12-27 11:00:21,98,147,244,57,21,21,18,297.0,139.0,15.0
1,2015-12-27,bdp_java,Android,31271,4036210,76359,1,8,2015-12-27 11:59:51,list,2015-12-27 11:59:51,98,147,244,57,21,21,18,297.0,139.0,15.0
1,2015-12-27,bdp_java,Android,31271,4036210,76359,1,8,2015-12-27 18:14:29,list,2015-12-27 18:14:29,124,156,265,61,28,26,22,297.0,139.0,15.0
1,2015-12-27,bdp_java,Android,31271,4036210,76359,1,8,2015-12-27 20:58:28,list,2015-12-27 20:58:28,132,158,272,66,33,27,22,297.0,139.0,15.0
1,2015-12-27,bdp_java,Android,31271,4036210,76359,1,8,2015-12-27 20:59:32,list,2015-12-27 20:59:32,132,158,272,66,33,27,22,297.0,139.0,15.0
1,2015-12-27,bdp_java,Android,31271,4059324,76359,1,11,2015-12-27 11:00:14,list,2015-12-27 11:00:14,30,0,4,6,9,7,0,297.0,139.0,14.0
1,2015-12-27,bdp_java,Android,31271,4059324,76359,1,11,2015-12-27 11:00:21,list,2015-12-27 11:00:21,30,0,4,6,9,7,0,297.0,139.0,14.0
1,2015-12-27,bdp_java,Android,31271,4059324,76359,1,11,2015-12-27 11:59:51,list,2015-12-27 11:59:51,30,0,4,6,9,7,0,297.0,139.0,14.0
1,2015-12-27,bdp_java,Android,31271,4059324,76359,1,11,2015-12-27 18:14:29,list,2015-12-27 18:14:29,36,0,4,7,13,9,0,297.0,139.0,14.0
1,2015-12-27,bdp_java,Android,31271,4059324,76359,1,11,2015-12-27 20:58:28,list,2015-12-27 20:58:28,38,0,4,7,14,10,0,297.0,139.0,14.0
1,2015-12-27,bdp_java,Android,31271,4059324,76359,1,11,2015-12-27 20:59:32,list,2015-12-27 20:59:32,38,0,4,7,14,10,0,297.0,139.0,14.0
1,2015-12-27,bdp_java,Android,31271,4081785,76359,1,5,2015-12-27 11:00:14,list,2015-12-27 11:00:14,124,41,100,98,37,38,19,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4081785,76359,1,5,2015-12-27 11:00:21,list,2015-12-27 11:00:21,124,41,100,98,37,38,19,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4081785,76359,1,5,2015-12-27 11:59:51,list,2015-12-27 11:59:51,128,41,101,99,37,39,19,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4081785,76359,1,5,2015-12-27 18:14:29,list,2015-12-27 18:14:29,157,68,152,127,39,48,24,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4081785,76359,1,5,2015-12-27 20:58:28,list,2015-12-27 20:58:28,161,69,156,135,39,50,26,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4081785,76359,1,5,2015-12-27 20:59:32,list,2015-12-27 20:59:32,161,69,156,135,39,50,26,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4082218,76359,1,1,2015-12-27 11:00:14,list,2015-12-27 11:00:14,15,56,142,47,11,4,24,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4082218,76359,1,1,2015-12-27 11:00:21,list,2015-12-27 11:00:21,15,56,142,47,11,4,24,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4082218,76359,1,1,2015-12-27 11:59:51,list,2015-12-27 11:59:51,15,57,143,47,11,4,25,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4082218,76359,1,1,2015-12-27 18:14:29,list,2015-12-27 18:14:29,18,62,159,48,15,4,27,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4082218,76359,1,1,2015-12-27 20:58:28,list,2015-12-27 20:58:28,18,62,159,48,15,4,27,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4082218,76359,1,1,2015-12-27 20:59:32,list,2015-12-27 20:59:32,18,62,159,48,15,4,27,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4082218,76359,2,21,2015-12-27 10:39:02,list,2015-12-27 10:39:02,15,56,142,47,11,4,24,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,4082560,76359,2,25,2015-12-27 10:39:02,list,2015-12-27 10:39:02,3,0,0,0,4,0,0,297.0,139.0,13.0
1,2015-12-27,bdp_java,Android,31271,416240,76359,2,27,2015-12-27 10:39:02,list,2015-12-27 10:39:02,4,4,7,2,7,1,0,297.0,139.0,107.0
1,2015-12-27,bdp_java,Android,31271,4206759,76359,1,12,2015-12-27 11:00:14,list,2015-12-27 11:00:14,30,19,35,31,30,9,1,297.0,139.0,10.0
1,2015-12-27,bdp_java,Android,31271,4206759,76359,1,12,2015-12-27 11:00:21,list,2015-12-27 11:00:21,30,19,35,31,30,9,1,297.0,139.0,10.0
1,2015-12-27,bdp_java,Android,31271,4206759,76359,1,12,2015-12-27 11:59:51,list,2015-12-27 11:59:51,30,19,35,31,30,9,1,297.0,139.0,10.0
1,2015-12-27,bdp_java,Android,31271,4206759,76359,1,12,2015-12-27 18:14:29,list,2015-12-27 18:14:29,30,19,35,31,30,9,1,297.0,139.0,10.0
1,2015-12-27,bdp_java,Android,31271,4206759,76359,1,12,2015-12-27 20:58:28,list,2015-12-27 20:58:28,30,19,35,31,30,9,1,297.0,139.0,10.0
1,2015-12-27,bdp_java,Android,31271,4206759,76359,1,12,2015-12-27 20:59:32,list,2015-12-27 20:59:32,30,19,35,31,30,9,1,297.0,139.0,10.0
1,2015-12-27,bdp_java,Android,31271,4225207,76359,2,24,2015-12-27 10:39:02,list,2015-12-27 10:39:02,7,1,10,7,8,4,2,297.0,139.0,9.0
1,2015-12-27,bdp_java,Android,31271,4279637,76359,1,13,2015-12-27 11:00:14,list,2015-12-27 11:00:14,47,12,33,5,47,6,1,297.0,139.0,7.0
1,2015-12-27,bdp_java,Android,31271,4279637,76359,1,13,2015-12-27 11:00:21,list,2015-12-27 11:00:21,47,12,33,5,47,6,1,297.0,139.0,7.0
1,2015-12-27,bdp_java,Android,31271,4279637,76359,1,13,2015-12-27 11:59:51,list,2015-12-27 11:59:51,48,12,35,6,47,6,1,297.0,139.0,7.0
1,2015-12-27,bdp_java,Android,31271,4279637,76359,1,13,2015-12-27 18:14:29,list,2015-12-27 18:14:29,49,12,35,7,49,7,1,297.0,139.0,7.0
1,2015-12-27,bdp_java,Android,31271,4279637,76359,1,13,2015-12-27 20:58:28,list,2015-12-27 20:58:28,51,12,35,7,51,8,1,297.0,139.0,7.0
1,2015-12-27,bdp_java,Android,31271,4279637,76359,1,13,2015-12-27 20:59:32,list,2015-12-27 20:59:32,51,12,35,7,51,8,1,297.0,139.0,7.0
1,2015-12-27,bdp_java,Android,31271,4307947,76359,2,29,2015-12-27 10:39:02,list,2015-12-27 10:39:02,29,7,74,29,19,0,16,297.0,139.0,6.0
1,2015-12-27,bdp_java,Android,31271,4327352,76359,2,19,2015-12-27 10:39:02,list,2015-12-27 10:39:02,12,2,37,14,15,2,3,297.0,139.0,5.0
1,2015-12-27,bdp_java,Android,31271,4328847,76359,2,20,2015-12-27 10:39:02,list,2015-12-27 10:39:02,11,8,32,6,3,0,8,297.0,139.0,5.0
1,2015-12-27,bdp_java,Android,31271,4330345,76359,2,23,2015-12-27 10:39:02,list,2015-12-27 10:39:02,42,28,86,98,43,26,7,297.0,139.0,5.0
1,2015-12-27,bdp_java,Android,31271,4332048,76359,1,7,2015-12-27 11:00:14,list,2015-12-27 11:00:14,15,0,8,16,1,1,0,297.0,139.0,5.0
1,2015-12-27,bdp_java,Android,31271,4332048,76359,1,7,2015-12-27 11:00:21,list,2015-12-27 11:00:21,15,0,8,16,1,1,0,297.0,139.0,5.0
1,2015-12-27,bdp_java,Android,31271,4332048,76359,1,7,2015-12-27 11:59:51,list,2015-12-27 11:59:51,16,0,8,16,1,1,0,297.0,139.0,5.0
1,2015-12-27,bdp_java,Android,31271,4332048,76359,1,7,2015-12-27 18:14:29,list,2015-12-27 18:14:29,18,0,9,17,1,3,0,297.0,139.0,5.0
1,2015-12-27,bdp_java,Android,31271,4332048,76359,1,7,2015-12-27 20:58:28,list,2015-12-27 20:58:28,19,0,10,19,1,3,0,297.0,139.0,5.0
1,2015-12-27,bdp_java,Android,31271,4332048,76359,1,7,2015-12-27 20:59:32,list,2015-12-27 20:59:32,19,0,10,19,1,3,0,297.0,139.0,5.0
1,2015-12-27,bdp_java,Android,31271,4356798,76359,1,10,2015-12-27 11:00:14,list,2015-12-27 11:00:14,2,3,12,4,2,4,5,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4356798,76359,1,10,2015-12-27 11:00:21,list,2015-12-27 11:00:21,2,3,12,4,2,4,5,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4356798,76359,1,10,2015-12-27 11:59:51,list,2015-12-27 11:59:51,2,3,12,4,2,4,5,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4356798,76359,1,10,2015-12-27 18:14:29,list,2015-12-27 18:14:29,2,3,12,4,2,4,5,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4356798,76359,1,10,2015-12-27 20:58:28,list,2015-12-27 20:58:28,2,3,12,4,2,4,5,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4356798,76359,1,10,2015-12-27 20:59:32,list,2015-12-27 20:59:32,2,3,12,4,2,4,5,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4358199,76359,1,14,2015-12-27 11:00:14,list,2015-12-27 11:00:14,17,102,223,153,28,16,26,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4358199,76359,1,14,2015-12-27 11:00:21,list,2015-12-27 11:00:21,17,102,223,153,28,16,26,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4358199,76359,1,14,2015-12-27 11:59:51,list,2015-12-27 11:59:51,18,102,223,156,28,16,26,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4358199,76359,1,14,2015-12-27 18:14:29,list,2015-12-27 18:14:29,24,122,304,173,31,21,34,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4358199,76359,1,14,2015-12-27 20:58:28,list,2015-12-27 20:58:28,29,132,358,180,36,23,36,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4358199,76359,1,14,2015-12-27 20:59:32,list,2015-12-27 20:59:32,29,132,358,180,36,23,36,297.0,139.0,4.0
1,2015-12-27,bdp_java,Android,31271,4379966,76359,1,9,2015-12-27 11:00:14,list,2015-12-27 11:00:14,31,8,35,76,22,5,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4379966,76359,1,9,2015-12-27 11:00:21,list,2015-12-27 11:00:21,31,8,35,76,22,5,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4379966,76359,1,9,2015-12-27 11:59:51,list,2015-12-27 11:59:51,31,8,35,76,22,5,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4379966,76359,1,9,2015-12-27 18:14:29,list,2015-12-27 18:14:29,36,13,44,93,29,5,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4379966,76359,1,9,2015-12-27 20:58:28,list,2015-12-27 20:58:28,39,14,51,106,34,5,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4379966,76359,1,9,2015-12-27 20:59:32,list,2015-12-27 20:59:32,39,14,51,106,34,5,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4380358,76359,1,8,2015-12-27 11:00:14,list,2015-12-27 11:00:14,21,18,53,34,23,14,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4380358,76359,1,8,2015-12-27 11:00:21,list,2015-12-27 11:00:21,21,18,53,34,23,14,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4380358,76359,1,8,2015-12-27 11:59:51,list,2015-12-27 11:59:51,21,18,53,34,23,14,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4380358,76359,1,8,2015-12-27 18:14:29,list,2015-12-27 18:14:29,23,18,63,38,25,15,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4380358,76359,1,8,2015-12-27 20:58:28,list,2015-12-27 20:58:28,25,20,66,44,26,16,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4380358,76359,1,8,2015-12-27 20:59:32,list,2015-12-27 20:59:32,25,20,66,44,26,16,0,297.0,139.0,3.0
1,2015-12-27,bdp_java,Android,31271,4405448,76359,1,2,2015-12-27 11:00:14,list,2015-12-27 11:00:14,22,59,158,73,19,35,10,297.0,139.0,2.0
1,2015-12-27,bdp_java,Android,31271,4405448,76359,1,2,2015-12-27 11:00:21,list,2015-12-27 11:00:21,22,59,158,73,19,35,10,297.0,139.0,2.0
1,2015-12-27,bdp_java,Android,31271,4405448,76359,1,2,2015-12-27 11:59:51,list,2015-12-27 11:59:51,22,59,158,73,19,35,10,297.0,139.0,2.0
1,2015-12-27,bdp_java,Android,31271,4405448,76359,1,2,2015-12-27 18:14:29,list,2015-12-27 18:14:29,26,59,161,97,27,37,10,297.0,139.0,2.0
1,2015-12-27,bdp_java,Android,31271,4405448,76359,1,2,2015-12-27 20:58:28,list,2015-12-27 20:58:28,26,59,161,97,27,37,10,297.0,139.0,2.0
1,2015-12-27,bdp_java,Android,31271,4405448,76359,1,2,2015-12-27 20:59:32,list,2015-12-27 20:59:32,26,59,161,97,27,37,10,297.0,139.0,2.0
1,2015-12-27,bdp_java,Android,31271,4430346,76359,1,13,2015-12-27 11:00:14,list,2015-12-27 11:00:14,6,23,42,31,24,4,1,297.0,139.0,1.0
1,2015-12-27,bdp_java,Android,31271,4430346,76359,1,13,2015-12-27 11:00:21,list,2015-12-27 11:00:21,6,23,42,31,24,4,1,297.0,139.0,1.0
1,2015-12-27,bdp_java,Android,31271,4430346,76359,1,13,2015-12-27 11:59:51,list,2015-12-27 11:59:51,6,23,42,31,24,4,1,297.0,139.0,1.0
1,2015-12-27,bdp_java,Android,31271,4430346,76359,1,13,2015-12-27 18:14:29,list,2015-12-27 18:14:29,7,25,44,31,25,4,1,297.0,139.0,1.0
1,2015-12-27,bdp_java,Android,31271,4430346,76359,1,13,2015-12-27 20:58:28,list,2015-12-27 20:58:28,7,25,44,31,25,4,1,297.0,139.0,1.0
1,2015-12-27,bdp_java,Android,31271,4430346,76359,1,13,2015-12-27 20:59:32,list,2015-12-27 20:59:32,7,25,44,31,25,4,1,297.0,139.0,1.0
1,2015-12-27,bdp_java,Android,31271,4437386,76359,2,18,2015-12-27 10:39:02,list,2015-12-27 10:39:02,3,0,0,62,24,1,0,297.0,139.0,0.0
1,2015-12-27,bdp_java,Android,31271,4453713,76359,1,15,2015-12-27 11:00:14,list,2015-12-27 11:00:14,2,0,0,1,5,0,0,297.0,139.0,0.0
1,2015-12-27,bdp_java,Android,31271,4453713,76359,1,15,2015-12-27 11:00:21,list,2015-12-27 11:00:21,2,0,0,1,5,0,0,297.0,139.0,0.0
1,2015-12-27,bdp_java,Android,31271,4453713,76359,1,15,2015-12-27 11:59:51,list,2015-12-27 11:59:51,2,0,0,1,5,0,0,297.0,139.0,0.0
1,2015-12-27,bdp_java,Android,31271,4453713,76359,1,15,2015-12-27 18:14:29,list,2015-12-27 18:14:29,2,0,0,1,5,0,0,297.0,139.0,0.0
1,2015-12-27,bdp_java,Android,31271,4453713,76359,1,15,2015-12-27 20:58:28,list,2015-12-27 20:58:28,2,0,0,1,5,0,0,297.0,139.0,0.0
1,2015-12-27,bdp_java,Android,31271,4453713,76359,1,15,2015-12-27 20:59:32,list,2015-12-27 20:59:32,2,0,0,1,5,0,0,297.0,139.0,0.0
1,2015-12-27,bdp_java,Android,31271,47165,76359,1,9,2015-12-27 11:00:14,list,2015-12-27 11:00:14,24,5,22,13,30,4,0,297.0,139.0,273.0
1,2015-12-27,bdp_java,Android,31271,47165,76359,1,9,2015-12-27 11:00:21,list,2015-12-27 11:00:21,24,5,22,13,30,4,0,297.0,139.0,273.0
1,2015-12-27,bdp_java,Android,31271,47165,76359,1,9,2015-12-27 11:59:51,list,2015-12-27 11:59:51,25,5,23,13,31,4,0,297.0,139.0,273.0
1,2015-12-27,bdp_java,Android,31271,47165,76359,1,9,2015-12-27 18:14:29,list,2015-12-27 18:14:29,30,10,39,15,38,5,0,297.0,139.0,273.0
1,2015-12-27,bdp_java,Android,31271,47165,76359,1,9,2015-12-27 20:58:28,list,2015-12-27 20:58:28,44,20,61,26,49,7,0,297.0,139.0,273.0
1,2015-12-27,bdp_java,Android,31271,47165,76359,1,9,2015-12-27 20:59:32,list,2015-12-27 20:59:32,44,20,61,26,49,7,0,297.0,139.0,273.0
1,2015-12-27,bdp_java,Android,321701,1496300,95844,2,28,2015-12-27 11:23:23,list,2015-12-27 11:23:23,3,0,0,0,4,0,0,125.0,125.0,89.0
